label,text
1,"Yelp wins again! While I am a veteran of the Korean places along Yonge St and Christie, I had never thought of venturing to Chinatown for Korean food. And never would I set foot into a basement restaurant unless I could be certain of their food! For all you other sub-ground-food-phobic folks, don't worry. It's good here.

Big pluses: prompt service, the waitress has everything brought to your table by the time you descend their steps and open the door. GIANT tea pot (really shiny)! You'll never have to ask for a refill. A slew of side dishes, something for everyone! And, definitely not least, DERICIOUS SOON DUBU!!!! (err...Tofu, just going with the Seoraksanese pronunciation)

I found their Kamjatang not as good as I've had at other places. Its sour hint was really strong. But try the Soon Tofu here, I would say it's one of the best flavours I have ever tried. 

Atmosphere - 2.5/5
Service - 3/5
Food - 5/5
Price - 5/5"
2,"I came back to this place on Dec 27th, 2011. It's a really nice place to do work solo. I came here with my boyfriend, and we were working on something together, we almost felt bad to be talking, because we were the only group making a noise..almost awkward, we felt like we were in a library. I am not complaining, i just want to make sure people who come here will respect this, and not be surprised, and maybe it can keep it that way, so there is a coffee place for people who just want to read a book. 

I didn't see any boardgame around, either they took them away or just ever existed...anyways. Store hours is kind of short.. like other espresso bar...they close at 7pm almost every night. (although we were sitting there till 7:20pm last night, and the guy didn't really kick us out, maybe he's not in a rush either)

I had a regular brewed coffee this time, it was great! The cappuccino with single shot is a little bit light...and again not hot enough.

P.S. They don't accept credit card, only take debit or cash."
2,Amazing food ... but customer service is really really bad ... girls in the cashier has no manner
2,"The bento boxes at Red Tea Box are an original take on afternoon tea. You get a pot of tea (your choice of flavor) and an assortment of sweet and savory foods. All the food is absolutely delicious.  

Most people are seated in a quirky back room that has mismatched tables, chairs, and adornments, which gives you the feeling that you're in someone's living room. 

I've never experienced anything but good service at Red Tea Box.  

The front of the store has an assortment of gifts for tea lovers."
3,"Worst brunch ever!!!! We've gone to this restaurant for dinner on two occasions and enjoyed the meal.  What a mistake trying it for brunch - the \""French toast\"" was ONE slice of Wonderbread dipped in egg and some sour cabbage filler on the side - hardly a good pair to start with let alone leaving you starving afterward.  In a city full of artisan bakeries with amazing bread options they use chemical prepackaged white bread - worse than most cheap diners I've been to.  And, the pancake was literally ONE pancake.  With two beverages our bill was over $50 and we were left wholly unsatisfied.  TAKE A PASS ON THIS ONE."
2,"Gotta try the house bowl of noodles, it comes with a shrimp cracker. A must try anytime of the day. I can can enjoy this dish especially in the winter. Great hole in the wall family place!"
2,"I've been twice so far and have consistently experienced great service and greater food. It appears that a couple runs the restaurant - she does service and he does cooking. They are very educated about their products and the unique nordic flavours they bring to the table and their selection of eat-in and grab-and-go items is unique in a city that loves different tastes, textures and flavours. The first time I was there I ate the fried chicken. I have never had a fried chicken experience like this one. I ordered the pumpkin dumplings on the side and loved the creamed kale. The second time I had the smoked scallops in bacon cream with rapini. Yes, bacon cream. It was as great as it sounds and I was treated to an orange custard tart with cardamom sugared fruit for dessert. With so many restaurants in this city it is still so rare to find a place that serves consistently great food and that you want to come back to because you love the service you get. I am happy to recommend Karelia and look forward to my Valentine's Day dinner there. Go try it! You won't regret it!"
1,"Brunch with friends after far too long and this was the perfect spot. Decor is reminiscent of an old diner with a counter with stools and a few tables. Service was very courteous, friendly and quick. Although they \""forgot\"" my order, they quickly rectified it!
I ordered a cafe con leche and it was smooth, creamy and delicious.
My main was the Guava BBQ beef short rib plate. Absolutely delicious. Tender beef with a great variety of sides. Lightly pickled red cabbage, rice and beans and tostones. Comes topped with crispy onions. If you like heat the hot sauce is made in house and definately worth trying. All for just over $20.00. 
So much food that I had leftovers which I enjoyed later in the day!"
2,"I would give L'Espresso Bar Mercurio a 3.5/5. We came on a day where they said their kitchen was closed due to the holidays. It seemed like a lot of the customers were disappointed so I probably didn't get the full Bar Mercurio experience. 

My friend and I seated ourselves. It was pretty busy for a weekday morning. Because their kitchen was closed we decided to grab a sandwich. I had asked the lady to remove the bacon before grilling my sandwich and she said she couldn't because she didn't have gloves. She also couldn't help us cut our sandwiches. I remember Starbucks couldn't cut sandwiches due to their food license but Bar Mercurio has a full kitchen. I found it hard to believe she couldn't do it for me. 

Other than that, the sandwiches were good. I had the Chicken BLT panini which had a kick due to the chipotle mayo. The caprese panini was also good according to my friend. They brush olive oil and some spices on the flat bread so I enjoyed the sandwich. 

I would give this place another shot when their kitchen is open but the prices are a bit up there. I feel you can find better for lower prices."
2,"The truth is that I'm torn.  Politically, I really want to dislike Wild Wing, and it's because it's a franchise chain, and because franchise chains tend to threaten local pubs and bistros and so ruin a local area's unique vibe and character.  There are enough stripmalls and carboncopy eateries in the world already, as far as I'm concerned.

The Wild Wing Corporation has seemingly sprung up all over downtown Toronto in the last year, clearly trying to homogenize and muscle in on the growing Buffalo wing craze.  This particular location is very probably trying to draw customers away from my own personal and beloved haunt, Loons, which is about a block away at the Roncesvalles/Howard Park intersection.  I'm worried.

Thankfully, Loons still has it down when it comes to solid, stick-to-your-ribs hot meals apart from the standard pubfare, and their wings are seriously good, all considered.  But I'm afraid that I do have to admit that, in some ways, Wild Wings is a like an upstart, young Sugar Ray Leonard here, giving the well-established challengers some bopping and swerving moves in the ring.

To start with, WW boasts some 91 flavours to choose from, and about half of those are actually not some variant of hot and spicy.  This is good news for those of a mellower palate who simply want to enjoy some pleasant sauces on their poultry limbs instead of feeling embers from Hades sliding down their throats.  

These flavours include a variety of assorted clerverly-named blends and fusions of any or all of these:  BBQ, jerk, pineapple, maple, curry, honey garlic, Thai, mango, garlic, Cajun, chipotle, lemon, dill, kethcup, buttermilk, parmesan, ranch, caesar, mustard, hickory, black pepper, teriyaki, and yes, chocolate.

But I'm a fire man, and the hottest to be offered here include \""She's a Hottie\"" (triple suicide blend), \""Cadillac Ranch\"" (caesar/ranch/suicide), \""Home On The Ranch\"" (ranch/suicide), \""Bubba's Backfire\"" (BBQ/suicide), \""Catch Me If You Can\"" (maple/suicide), my personal fave \""Dusty Muckaroo\"" (honey garlic/suicide), and their two super inferno options, \""Sweatin Bullets\"" (a suicide/smokey BBQ fusion) and Ring Of Fire (blend of various suicides).  Whoah.

Wings are offered in counts of 9, 18, 28, 36, 50, and 100 pieces, all with option of regular or boneless, breaded or not.  It's a tad expensive here, but if you're smart you might show up on one of their specials nights: Tuesday (14 wings for $10), Wednesday (double wings and a pitcher for $30), or Thursday (pint and pound for $13).

Wings are served with ranch or bleu cheese options, but in cups that are half-full at best.  The metal busket (like those found at Duff's) is useful, as are the particularly firm and large wetnaps available.

Sometimes the vibe is cool and distant, but you can always relax on the extensive side patio with its young trees and view of passing streetcars.  

The brats eat free on Sundays.  The meatheads enjoy UFC on the big screens here.  If you're driving and it;s after normal business hours, take a chance and park in the Master Mechanic's lot across the street.

The biggest drawback is the price and the general lack of unique character (unless fresh-from-the-box psuedo-Western is your thing), but I have to say than tham thar wings is purdy damned okelydokely."
2,"We reserved this restaurant for a birthday party around end of November. We were around 20 people so we needed to book multiple tables. We were given the table at the far end of the restaurant and two more tables which were in the same area. 

The service was EXCELLENT. It was a party and we were all over the place. Our server however, (and honestly the rest of the staff) were quite cooperative and understanding. This is important because we were on their way from kitchen to the dining area and also one of their cash stations. For 25$, they took care of the cake the best way I could think of. 

We wanted to order tea for each person at the time the cake was served and this meant we wanted to get 25 of their cups! They just accomodated everything to the best of it. The gentleman which I believe was the manager was continuously making sure that everything is in place with us and with other guests. 

I don't think I need to talk about the food and the quality. We ordered a mixture of breakfast and lunch and they were all at their perfect level. Their famous egg's benedict is phenomenal. All my guests and my sister (whose BDay we were celebrating) were quite happy with everything. Food, drink, environment, staff, location. quality, accommodation, ...

This review could probably be a way I say thanks for the great experience we had at the lovely Oxley's"
2,We came back on the managers invitation and have to say that the meal and dining experience was fantastic. The staff were attentive and funny. They listened to our dietary needs and produced standout meals. The cocktails are STARS here. Wow! Perfect balance for each of our tastes. The calamari was well prepared with a nice spicy salsa side and aioli. I had the arugula salad with toasted almonds and pears. Our chef special included salmon with grilled veggies (including my fave red and yellow peppers). My husband had the tiramisu and I drooled over it (will come back after my cleanse to try it for sure).
2,"Excellent sandwiches and friendly service. Authentic Italian prepared spreads and toppings, wonderfully marinated. Almost everything here is prepared by the owner. 

Favourites are pulled chicken, roast beef and eggplant or veal parm."
1,"I haven't written a review in ages, and this place is totally worth of me coming back from my hibernation. It's a solid five star (or six, if there were that many) tea/coffee (but heavily tea) house, specialized on tea lattes - DELICIOUS tea lattes, which they'll brew with any kind of milk you like, no fuss, and serve you with a beautiful smile, like you are their best and only customer, the Queen ( or King) of Tea World, as you're offering them a million dollar per cup (and you're not - it's the same as Starbucks). I felt so special there I want to come back every single day. 

This place is my tiny little paradise in Parkdale. Please exist forever, as I love you."
2,"The food is quite good - fresh, savoury, rich - but the service after two visits is so bad I'll never go back. Well meaning servers, but the design of the seating, plus the apparent inexperience of the management, means you can expect to wait for an hour for a table. The guy who looks like he might own the place makes coffee verrrrrry slowly while you scan the restaurant hopelessly for some better workflow. They'll seat a group of two in a table for four then you and your party of four wait and watch for 45 minutes for their food to come. Awkward. Once you get your table you're told that 1/3 of the menu is not available. And it's stressful in there; asking for water becomes an ordeal.  One server for 7-8 tables. No food is worth this kind of service."
1,"The burritos are huge and awesome. I always order the small chicken because it's massive, tasty and filling. I have also tried their chips,beef burrito and chicken nuggets... All great! Chicken nugget combo is $4.99 and comes with a lot of food.  Their prices are reasonable. Their service is fast and friendly.  It's a fast food restaurant, so don't expect much from their decor. They only have about 6-8 tables. Doesn't matter though... The food is really really good!"
3,"A little pricy fusion Japanese place, but very unique menu items. Definitely must try the Black Diamond, which is an unagi (eel) maki made with black rice, topped with foie gras and caviar. Rich (not me, but in flavor and texture), juicy, creamy. Something I order every time I go. Their chirashi is also what I love, very fresh, sashimi salmon, uni, and salmon roe on bed of sushi rice. The tea rice is also another interesting one that I have not seen elsewhere in Canada. It is a comparatively cheaper option on the menu, but very tasty if you are looking for something light to pair with other heavy items, like the Black Diamond. Tofu cheesecake is a must-try as well. A little too small of a portion and it is never enough. Their VIP cards are super unique, made of metal, engraved with their logo and info, along with a serial number. Only thing I would really criticize is the parking, which takes forever to find a spot."
2,"I'm torn. More like a 4.5 - it was delicious.

Here's the caveat - their menu says that the first two options are a bun or wrap. I assumed that meant the others are bun-based (after all, \""sammich!\"") but alas it came in a wrap.

So - I had the Cluckin' Good. Was it really yummy? Yup. But as a warp, it just was not as appetizing (and again, the name is sammich).

I was really looking forward to trying to cheese steak option, but as a wrap? Boo."
1,"Great place to hang out with friends/co-workers.  Came here on a Thursday for lunch with some girl friends hoping to get the 100 oysters for $100 but it was only offered on Thursday evening.  We still got the dozen oysters for $18 which is still a pretty good deal.  It was super fresh!  Everything we had was delicious which included the grilled sea bream, mussels, fish & chips, crispy calamari, and chicken liver pate.  We pretty much tried everything on their lunch menu.

Don't forget to check in to get your 10% discount.  Note that it doesn't include drinks and the dozen oysters special but it's still great to get a discount."
2,"Such a cute little joint tucked away at Princess and The Esplanade! The cashier was amazing at recommending the best choices on their menu. It is a small menu but nonetheless very exciting. They offer the traditional dark meat fried or a more healthy option, the chicken breast fried. Either way, both were served on a Waffle with a side and a drink. The options for sides were Fries, Wedges and Coleslaw. We opted for the wedges but now thinking back, I want to try to the coleslaw next time! The chicken breast option was given an additional option to make it into a sandwich. I did prefer an open face waffle then the sandwich. 

This was definitely a must try as the fried chicken was tender and flaky, way better then KFC. The sauces were amazing as well, I definitely recommend the Chipotle Aioli and the Cluck sauce which has a sweet note. This Chicken and Waffles is definitely better than The Stockyards!"
2,"Located in Liberty Village, this local sports bar is a busy place with an open patio and lots of sitting area. 
They have an outdoor game which makes it entertaining to watch others play or if your familiar with it, you join in the fun (sorry have no clue what this game is called)

Food was served in portions similar to a high end restaurant. So not your average sports bar. 

It was however, very delicious. I had the burger with sweet potato fries. My sister had the burger with a salad and my mom had a chicken salad ( quite small not filling)

Service was at a good pace and the staff were friendly. 

Music was definitely retro 80's, not complaining brought back memories and my mom enjoyed it. 

This is a great place for an outing with a group of friends. 

The reason I gave it a 4 star was because the table wobbled so much, that it didn't make a difference when the waitress put a stack of coasters under it. Therefore we had to be very careful with our drinks. 

On that note I will still eat here again and make sure to do a wobble table test before sitting down  ;)

Happy eatings :)"
2,"Good option for vegetarians and vegans with an extensive menu. I ordered dinner and noted that they have moderately priced lunch specials but it appears that only one option per day is veggie/vegan so keep that in mind if you're looking for a midday deal.

My favorite dish was the Bangkok Market Tofu'n'Taro appetizer, which as the name indicates features generous portions of fried tofu and taro. I had never tasted fried taro, and it definitely outshone the ho hum tofu as it was perfectly crisp and subtly sweet, pairing well with the light dipping sauce.

I also tried the Pad Chaa, but was not pleased with the bland sauce or the texture of the fake BBQ meat. The accompanying rice tasted off to me, so unfortunately I ended up not eating it.
There are so many menu choices, there must be better options for a main course."
2,"Subsequently spoke with another manager who professionally and kindly resolved the issue. We took her invitation to return....

...and we did. 

A+. The level of professional service from Javed and Nazmul was subtle and sublime. All courses, especially the corn and tomato gazpacho, duck confit and cod three ways were perfectly prepared.

Needless to say, the 360 views on a crystal clear day were spectacular!"
2,Amazing craft beer selection and the food is absolutely excellent. The bread and cheese plates are highly recommended as well as the green tomatoes.
3,"This is a raucous, rowdy, lively restaurant that's fun to be at with friends (but probably not a good first date place).

The service is pretty good, the servers are constantly shouting things to hype up the atmosphere, and I wonder how they don't lose their voices! The seating is kind of cramped but it's part of the charm, I suppose.

As for the food...the presentation certainly is beautiful. Every dish is very pretty and if you sit at the bar, you can see a lot of them put together. But it's on the pricey side and to be perfectly honest, (and at the risk of losing all my Yelp cred) I prefer Yang's Kitchen up at Markham - when it comes to similar dishes, anyway.

The fried tofu was dipped in a gooey kind of batter - the parts that didn't touch liquid were nice and crisp but the parts that came into contact with liquid (which was essentially the whole bottom half, because it's served sitting in sauce) was really slimy and gooey. It was really weird.

I prefer the grilled eggplant at Yang's over the miso eggplant here because it's fully cooked, and the grilled flavour is more fragrant. The miso eggplant at Kinka tastes really basic, like something I could easily prepare together by mixing some miso, sake, and mirin together and throwing it in a pan with some eggplant.

The baked oysters were good, but nothing spectacular. Ditto the grilled cod - I feel that the grilled cod at Yang's tastes better because there's less skin, so there's more caramelized meat surface, and because the version at Kinka seems to have a lot more bones. 

The mentaiko udon was nice but kind of overcooked and the flavour really wasn't that special.

This is a decent place - you probably won't have a bad meal here - but to me, it just doesn't live up to the hype and I feel that I can get better tasting food at a significantly lower prices elsewhere."
2,Waited for a long time to try this place! I had a regular with the pepper pares an and all I can say is Yummy! Fries were fresh not oily. My partner had the poutinery and was tasty good! I know I'm coming back!
2,"So the unfortunate reality about Toronto is that it's actually really hard to find great Dosas! That being said, Madras Masala is pretty good; you'll be just fine coming here as there really isn't a better option downtown that I know of. 

My 3 stars really should be a 3.5 but that's not possible with Yelp and 4 stars just doesn't seem right.

If you haven't experienced South Indian cuisine, then you will have no problem enjoying this place.

Most importantly, I can confidently say that I have been here multiple times and will return multiple times again in the future.

Enjoy. :)"
2,Happened upon this place and thought why not after reading the menu.. interesting.  Well no disappointments here.. the food was awesome fun and the beers.. different which made this place a certain come back for sure.  Love it
2,"We were with a group from the Yankee Air Museum that had made dinner reservations for the 360 Restaurant with their three course prix fixe menu, or fixed price menu.  For a set price we got to select one choice from the items listed under Appetizer, Main Course, and Dessert.

We have previously eaten at other Tower restaurants and, for the most part, the food is just OK; the real attraction is the view while you eat.  That was my expectation for our dinner at CN Tower as we studied the choices.  My wife and I both chose the Albacore Tuna Crudo for an appetizer.  For the Main Course my wife chose a Taste of Fogo Island and I decided to try the 45-Day Aged Alberta Prime Rib.  Finally, for dessert, wife went for the Chocolate Tower; I wanted Banana and Toffee Verrine, but after I mentioned my peanut allergy, the waiter switched it to Mango Sherbet and Raspberry Sherbet.

After our drinks (Diet Coke) and a Bread Basket were delivered, our other choices came at a great pace for us to eat and enjoy conversation.  To our pleasant surprise, the food was very good; even my Prime Rib was done perfectly as I requested.  Throughout the meal, the service was excellent.  We were impressed with everything except for the Initial 20-30 minute delay to be seated.  Even the weather cooperated and visibility was great!"
3,"This place is wildly overpriced. $10 for a regular sized shawarma sandwich is one of the most expensive shawarma prices in Toronto.

The beef shawarma tasted like it was covered in lime juice. There was no other flavour because the lime was too powerful. It was so sour and awful that I will never be trying this place again."
3,"Brunch in Yorkville sounds so fancy.  And Sassafraz tried to provide that reputation.  The room was impressive with sky light, living wall and \""waterfalls\"".  I liked the feeling that I was outside but still within the cooling interior. 
I ordered the omelet.  It was ok but not wowed at $21.  My friend ordered eggs Benedict.   Gordon Ramsay definitely would not be impressed with the overcooked eggs.
Service was random.  The bread was forgotten until after our meals were served.  And it took a long time before our mimosa got to us.  
Cute place, but with room for improvement."
2,"Great tacos.  A great neighborhood spot. Lots of charm. Expect a wait. 

What to order: 
Chicken tacos- 
Don't normally love chicken tacos, as they are often bland, but these were juicy and perfect! 

Tuna ceviche- tasty dish. It has an intense lime / citrus flavor and could have used some chips to accompany it. 

What to skip :
Fava beans and chorizo- flavors didn't really mesh with the rest of the menu"
2,"I went here with my friends and everything we ordered tasted amazing. There was nothing on the menu we did not like. The atmosphere was very fun too! The people who work there are great. The only downside is that it gets really busy and there is always a line up. Also, the atmosphere is loud, so I wouldn't go here for an intimate dinner."
1,"Now that I've visited IAH a number of times since my last review I can safely say that it is, hands down, my go to bar in the Junction.  Since opening, IAH has expanded their craft brew selection to include an ever changing line-up of  porters, stouts, and wheats along with their IPA's.  As I'm not a fan of IPA's in general I stick with the other options and have yet to be disappointed. I am particularly fond of their Breakfast Porter, Wit'ner Toque, Quiet Time, Icebreaker and Red Tape Stout, i.e., any dark, strong beer. One of the nice things is that all of their beers regardless of the alcohol content are roughly the same price (~$5.50).

The servers are all pleasant and many have been there since the start, which adds to the venue's community feel. They do not take reservations on Friday or Saturday  nights after 5pm so I would suggest getting there before 6pm if you don't want to wait for a table.

The menu (which also changes frequently) is much better than your average pub. Their modern take on standard dishes (e.g., Scotch Bonnet flavoured Chicken Wings, Shrimp Taco, Aubergine Burger, ect.) all at a reasonable price (~$15.50) have never left me wanting.  I especially like the Mac & Cheese w/ pulled pork, Pizza w/ sausage and goat cheese and Pork Rib Burger.

The lighting still bugs me, but the service, great food and most importantly phenomenal selection of unique craft beers at a reasonable price far outweigh this.

I would recommend IAH to anyone who likes, or wants to sample a wide range of craft beers."
1,"Decent Sushi restaurant in an area that desperately needed one. No more walking north of Sheppard to grab my sushi fix. The prices are reasonable and the portions are decent. 

I ordered the daily special (Chicken Teriyaki Bento Box) and a Salmon Don. The chicken teriyaki is not your typical bentobox. I liked that it included a shrimp tempura and a couple crab roll pieces on the side. The only cons would be the bland color presentation (see pic) and the chicken teriyaki to rice ratio was a little off. The teriyaki was breaded which I thought I would not enjoy but the breading was crispy and was a nice change.  For the price I think it was a great deal and a good overall portion. 

The salmon don was fresh and tasty with no cons. The portion was great. Lots of nicely sliced salmon pieces over a bed of rice with radish, seaweed,ginger and wasabi.  

The owner is very friendly and the dining area is clean. I will be getting a few roll dishes to see how they are on my next visit."
2,"I've been here about five times and four of those times I've waited over a half hour for rice to be made or there is no fish. The food is so yummy which is why I keep coming back but pull it together. You've been open a few months now, haven't you learned to order the right amount of fish or when to turn on a rice machine? Why should anyone wait over a half hour for something that isn't even being"
2,"The Church street Ginger franchise is the newest that I know of in the city and by far one of the swankier ones, even if it still maintains that cefeteria vibe of the others. My heart will always be with the Ginger next to the Brass Rail on Yonge, but this one is a nice addition to the Church Street Village and just like the others, a great spot to grab a quick bite on the go."
2,"We've coming to this restaurant( on/off) for years and this time it was for a birthday celebration. It felt like a complete disaster and an embarrassment this time and it has left us feeling like we never want to come back again (there are so much other places to try!!)

We came on a busy Saturday evening with reservations- no waiting, however there's 1 waitress for the main floor and 1 waiter on the first floor. FYI- it is not a kid friendly (food-wise) or elder friendly (a full flight of stairs to access toilet).

It took our waitress almost 10 mins to come get our order and that too she rushed while we were ordering our drinks as she went to sit other people in middle of taking our order. We asked for spoons and she was sooo reluctant to give us any and repeatedly said that we don't have spoons...yes, I'm aware of your culture and trust me we know that better coming from Indian background, however we don't impose that in a restaurant!!!! And not to mention we have been there before several times and got spoons every time we asked for. 

By this time, we were already not impressed by the whole experience. 20-25 mins into us being there, my husband wanted place an order for their \""special coffee\"" however he got brushed off and was told that the kitchen is too busy and it will take them an hour. He was discouraged by the waitress and waiter right away...well then do a better job in waitressing and perhaps let people know earlier on or put in your menu that it would be an hour (btw- menu says 30 mins!!).

Food is nothing extraordinary and there are better Ethiopian restaurants in Toronto."
2,"Every time I go to this place I get out of there happy.  Fresh ingredients, delicious bowls and friendly service!  Totally recommend it.  Sometimes there's a long line but if you're not in a rush it's worth the wait."
2,"Amazing good food! Nothing that hasn't been said or experienced before. It gets very busy so I suggest focus on scoping out a table before lining up to order anything if you have company. 
We had the burrito, fajitas, corn and guacamole with chips. We had a hard time finishing it all up between 3 people so portions are clearly very generous! The only minor compliant would be chips contain a lot more if broken pieces than whole ones. But that's not enough to deny them the 5 star rating they truly deserve! I'll definitely be back!"
2,"tldr: Coffee shop/bakery you'd find in the hipster districts of Tokyo. High quality ingredients, people, and final products.

Little Pebbles is a Japanese-run cafe. The offers are made from a eclectic array of Japanese ingredients including matcha, black seasame, and kinako. There are always special items on the menu. If you can get the daifuku mochi (with real fruit inside with azuki bean), get it. The kinako latte with almond milk is amazingly different. Must-go."
2,"Great variety of Vietnamese dishes. Might not be the most authentic one, but it tastes good and price right. Portion is great enough, if you order a large pho, it is good enough to be shared by 2 people. It is always busy, even after 10pm. I would recommend anyone who wants Vietnamese food to go there. I don't think you will be disappointed, other than saying it's hard to find a parking spot at that plaza. Enjoy guys!"
1,"For the price range-this place is good. Cheapest AYCE in downtown Toronto by far. If you're looking for a cheap, fast, filling meal this is the place to go. For a special exquisite meal, definitely not.

The Good
-Price, price, price
-Fast service
-Fresh fish 

The Bad
-The sashimi pieces were very small
-The rice was warm and kept falling apart for the sushi, annoying but not uneatable
-The atmosphere is similar to that of a foodcourt with the beige tables and chairs
-The yakitori was uneatable due to the slathering of sauce, definitely don't recommend this dish

Overall, if you're looking to save a buck, give this place a try."
1,"I'm glad I tried this restaurant out, I was wary since there was no website, no online menu, no reviews or photos. Like most South American restaurants I've been to, it looks like a small family-run restaurant. The deco is simple and the atmosphere is very cozy. The table set-up seats no guests no more than 4 to a table, when our party of 5 came in, there was no service staff out front so we had to move tables around ourselves and seat ourselves.

Like most small Spanish restaurants, the staff didn't speak much English, so it's hard to ask questions about the menu. However, despite the language barrier the waitress was very helpful, friendly and tried her best to answer our questions.

I ordered the Paiza (beef steak, chorizo, chicharron, beans, fried plantains and a fried egg), while my brothers ordered the chicken breast and the chipotle chicken, and my parents one of the soups. The food came out fairly quickly (we passed time trying to understand the Spanish soap opera on the tv). The beef was super flavourful, it was my favourite thing on my plate. The chicharron was nice and crispy. The chorizo was good too. The rice wasn't seasoned or flavourful enough compared to what I'm used to. I got to try my brother's chipotle chicken, he liked it but I thought it tasted weird and nothing like chipotle. Along with our food, they gave us small plates of Salvadoran corn tortillas (I think called papusas?) And a bowl of bean puree. The tortillas were delicious, we could tell they were made in-house like everything else. The bean puree was ok, I'm more a fan of whole beans and honestly, a small bowl to share between 4 people (I had my own) was not enough. Also, if you're a fan of spiciness, definitely ask/try their hot sauce, it's a good heat level and looked/tasted homemade too. Overall, I love the homey feel and taste of everything, it feels like I went to eat at someone's house as opposed to a restaurant. The price is also pretty good, we spent around $80 when we're used to spending over $100 when we eat out. I definitely will be going back to try their other stuff and get more of their tortillas and hot sauce."
1,"3-1/2 stars.

Went here for lunch on a Saturday and the place was 1/4 full which was fine by me as I was looking for a good quick meal.

I wanted to have some Pho, but I was a little disappointed with the lack of selection of Pho in the menu. Other Pho restaurants had countless combinations of meats you could choose for their Pho, but Anh Dao just had maybe 3 or 4 (I was hoping for rare beef, tripe and tendon).

Don't be mislead by the prices, the portions are large. I ordered the Bun with spring roll and BBQ beef ($5.95) and a fresh spring roll with pork and shrimp ($3.95). The spring roll was twice as long as what was pictured in the menu and the Bun was of your typical sized bun at other restaurants.

The spring roll was good and the sauce tasted like a thickened soy sauce sweetened with honey, similar to teriyaki sauce but lighter.
The bun was also good, but not spectacular, but at less than $6 it was a great deal. I dumped all of the side sauce and added a little soy sauce and chili sauce which made the bun much more tasty and not as dry.
The bowl was a good mix of fresh greens with the meat and vermicelli.
Word of caution, do not eat the fried spring rolls first! I scorched the roof of my mouth by doing so.

The complimentary tea was tasty but served scorching hot in a large tea pot.

The service was fast and the waitor always acknowledged you with a smile.

One really minor gripe I had was that you helped yourself chopsticks and spoons that were bunched up at each table, some were sticking with the spoon or tip side up. For germophobes like me that could be a bit of a turn off."
2,"Had the chicken souvlaki on a bun+onion rings and it was pretty good, definitely a spot I'd come back to when I want some quick greek food"
2,"This meal totally hit the spot. Honestly I think the soft, buttery roll bread was the best part of the meal. I got a Oreo milkshake too and it was really satisfying all together. The Mac and cheese on the Hot Dog could have used some more flavor but the animal style fries made up for it."
1,"Comfort food done right and at its best. I came here with a group of six on friday feb 21st for dinner. Our server Michelle was very pleasant and willing to help us out with choices and drinks were yummy right off the bat. 
It was my wifey's bday and we were heading out after to drink so we wanted to do something light. We opted for the mac n cheese as we both LOVE it. They were so nice as to seperate it into two nice sized bowls with a piece of garlic loaf each. WOW!!!!!!!! I cannot overstate how freaking awesome the food was! Creamy with just the right hint of different cheeses, The pasta was cooked el dente and was spiral perfection. We also had the deviled eggs which were amazing. Everyone loved their choice. As we are a sharing group of friends I also had the tatter tots which left me speechless on how the right amount of crunch was combined with potatoey goodness. Sheppards pie was also super fab. We will be coming here again and again as the service was stellar, the food was out of this world great and the prices cannot be beat. with 8 drinks, mac n cheese and deviled eggs the bill was only $55!!! They are getting a renovation and I can't wait to make a reservation for a large party at this amazing hidden gem in K-town."
2,"Food: 3 stars 
Strolling along Eglinton when I stopped to check out a large poster of their menu on the outside. A friendly elderly lady came out to greet me and invited me inside to check out their whole menu. The restaurant seems to be run by an elderly couple. They were really trying to sell me on...basically everything, but I only wanted a Greek salad. It was $7.99 so about $9 with tax. Portion size was ok. Box was big but it wasn't very filled. Salad was pretty fresh. A little too much dressing but good overall. 

Ambiance: 2.5 stars
Very simple interior. A little rundown. I wouldn't really want to sit down and eat there. More of a grab and go sort of place. 

Service: 3 stars
I don't really like to be sold on anything. I prefer to just look and I'll ask if I want clarification on a dish but they were very friendly and welcoming."
1,"Totally hidden, but does Korean food great!

The food court was pretty much empty when me and my friends went to eat, but that's a given for about 4 pm on a Tuesday. Between us we ordered the chicken bibimbap, beef bibimbap and the bulgogi plate with purple rice, with a side of vegetable dumplings and spicy chicken.

For the price, it's quite worth it, but the location is kind of unfortunate. The food was great and pretty well sized for about $8 a piece. Food came very promptly and we were given the bottle of gochujang (hot pepper sauce) on the side by the kind woman who was working the counter when we arrived. Great place to check out if you're just looking for quick good K-food near the Eaton centre downtown!"
1,"After expecting to meet my friend at a regular greasy spoon falafel joint my experience at the Yonge & Dundas Paramount was excellent.

The ambiance was a perfect mix of Toronto and the Middle East. Exposed brick and modern fixtures were perfectly juxtaposed with the huge trays of baklava and kaak kinafe on traditional brass stands. 

We shared a mediocre fattoush salad and each got a Manakeesh (pizza) which were $3.99 each and 10\"". The accawi cheese with zaatar (fried thyme and sesame) Manakeesh was really delicious. Spinach with cheese was so-so and had an odd sour note. 

 What really made the meal knock my socks off was the HOT SAUSE! YUM! They make it in their own facility (where their Mississauga location is). It has onions and tomato, black and red pepper. ASK for this. This sauce makes everything taste outstanding- especially the complimentary piping hot pita.

With a tiny taste of Baklava \""on the house\"" I am already looking forward to my next visit - on the weekend so I can try the weekends-only appetizers, at an off time to avoid the inevitable crowds."
2,"It's a great work lunch spot as many have already confirmed. Having said that, I always make a reservation so I don't need to wait for a table. It's recommended especially if it's a bigger group. They also have a takeout section so if you're in a rush that's the alternative."
